"","date","epiweek","geocode","casos","uf","macroregional_geocode","regional_geocode","train_1","target_1","train_2","target_2","train_3","target_3"
"472",2019-01-13,201903,3550308,74,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"473",2019-01-20,201904,3550308,97,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"474",2019-01-27,201905,3550308,118,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"475",2019-02-03,201906,3550308,137,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"476",2019-02-10,201907,3550308,167,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"477",2019-02-17,201908,3550308,228,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"478",2019-02-24,201909,3550308,286,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"479",2019-03-03,201910,3550308,378,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"480",2019-03-10,201911,3550308,562,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"481",2019-03-17,201912,3550308,670,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"482",2019-03-24,201913,3550308,798,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"483",2019-03-31,201914,3550308,1028,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"484",2019-04-07,201915,3550308,1323,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"485",2019-04-14,201916,3550308,1541,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"486",2019-04-21,201917,3550308,1999,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"487",2019-04-28,201918,3550308,2025,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"488",2019-05-05,201919,3550308,1910,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"489",2019-05-12,201920,3550308,1676,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"490",2019-05-19,201921,3550308,1410,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"491",2019-05-26,201922,3550308,1003,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"492",2019-06-02,201923,3550308,680,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"493",2019-06-09,201924,3550308,447,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"494",2019-06-16,201925,3550308,408,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"495",2019-06-23,201926,3550308,400,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"496",2019-06-30,201927,3550308,198,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"497",2019-07-07,201928,3550308,165,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"498",2019-07-14,201929,3550308,110,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"499",2019-07-21,201930,3550308,113,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"500",2019-07-28,201931,3550308,82,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"501",2019-08-04,201932,3550308,58,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"502",2019-08-11,201933,3550308,38,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"503",2019-08-18,201934,3550308,27,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"504",2019-08-25,201935,3550308,28,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"505",2019-09-01,201936,3550308,42,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"506",2019-09-08,201937,3550308,42,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"507",2019-09-15,201938,3550308,39,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"508",2019-09-22,201939,3550308,32,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"509",2019-09-29,201940,3550308,35,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"510",2019-10-06,201941,3550308,41,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"511",2019-10-13,201942,3550308,35,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"512",2019-10-20,201943,3550308,18,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"513",2019-10-27,201944,3550308,45,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"514",2019-11-03,201945,3550308,35,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"515",2019-11-10,201946,3550308,26,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"516",2019-11-17,201947,3550308,35,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"517",2019-11-24,201948,3550308,26,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"518",2019-12-01,201949,3550308,40,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"519",2019-12-08,201950,3550308,36,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"520",2019-12-15,201951,3550308,38,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"521",2019-12-22,201952,3550308,24,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"522",2019-12-29,202001,3550308,78,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"523",2020-01-05,202002,3550308,97,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"524",2020-01-12,202003,3550308,96,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"525",2020-01-19,202004,3550308,100,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"526",2020-01-26,202005,3550308,131,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"527",2020-02-02,202006,3550308,137,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"528",2020-02-09,202007,3550308,169,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"529",2020-02-16,202008,3550308,150,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"530",2020-02-23,202009,3550308,140,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"531",2020-03-01,202010,3550308,183,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"532",2020-03-08,202011,3550308,149,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"533",2020-03-15,202012,3550308,76,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"534",2020-03-22,202013,3550308,105,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"535",2020-03-29,202014,3550308,83,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"536",2020-04-05,202015,3550308,96,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"537",2020-04-12,202016,3550308,72,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"538",2020-04-19,202017,3550308,83,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"539",2020-04-26,202018,3550308,65,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"540",2020-05-03,202019,3550308,54,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"541",2020-05-10,202020,3550308,46,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"542",2020-05-17,202021,3550308,22,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"543",2020-05-24,202022,3550308,23,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"544",2020-05-31,202023,3550308,25,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"545",2020-06-07,202024,3550308,25,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"546",2020-06-14,202025,3550308,22,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"547",2020-06-21,202026,3550308,13,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"548",2020-06-28,202027,3550308,13,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"549",2020-07-05,202028,3550308,16,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"550",2020-07-12,202029,3550308,12,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"551",2020-07-19,202030,3550308,13,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"552",2020-07-26,202031,3550308,11,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"553",2020-08-02,202032,3550308,10,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"554",2020-08-09,202033,3550308,3,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"555",2020-08-16,202034,3550308,7,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"556",2020-08-23,202035,3550308,5,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"557",2020-08-30,202036,3550308,2,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"558",2020-09-06,202037,3550308,9,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"559",2020-09-13,202038,3550308,9,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"560",2020-09-20,202039,3550308,12,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"561",2020-09-27,202040,3550308,9,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"562",2020-10-04,202041,3550308,8,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"563",2020-10-11,202042,3550308,7,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"564",2020-10-18,202043,3550308,14,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"565",2020-10-25,202044,3550308,5,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"566",2020-11-01,202045,3550308,7,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"567",2020-11-08,202046,3550308,11,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"568",2020-11-15,202047,3550308,2,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"569",2020-11-22,202048,3550308,14,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"570",2020-11-29,202049,3550308,6,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"571",2020-12-06,202050,3550308,13,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"572",2020-12-13,202051,3550308,5,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"573",2020-12-20,202052,3550308,7,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"574",2020-12-27,202053,3550308,0,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"575",2021-01-03,202101,3550308,22,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"576",2021-01-10,202102,3550308,20,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"577",2021-01-17,202103,3550308,34,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"578",2021-01-24,202104,3550308,50,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"579",2021-01-31,202105,3550308,71,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"580",2021-02-07,202106,3550308,86,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"581",2021-02-14,202107,3550308,127,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"582",2021-02-21,202108,3550308,121,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"583",2021-02-28,202109,3550308,162,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"584",2021-03-07,202110,3550308,179,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"585",2021-03-14,202111,3550308,277,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"586",2021-03-21,202112,3550308,377,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"587",2021-03-28,202113,3550308,661,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"588",2021-04-04,202114,3550308,914,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"589",2021-04-11,202115,3550308,899,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"590",2021-04-18,202116,3550308,874,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"591",2021-04-25,202117,3550308,734,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"592",2021-05-02,202118,3550308,651,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"593",2021-05-09,202119,3550308,509,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"594",2021-05-16,202120,3550308,374,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"595",2021-05-23,202121,3550308,302,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"596",2021-05-30,202122,3550308,249,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"597",2021-06-06,202123,3550308,199,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"598",2021-06-13,202124,3550308,123,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"599",2021-06-20,202125,3550308,75,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"600",2021-06-27,202126,3550308,65,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"601",2021-07-04,202127,3550308,49,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"602",2021-07-11,202128,3550308,46,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"603",2021-07-18,202129,3550308,32,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"604",2021-07-25,202130,3550308,29,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"605",2021-08-01,202131,3550308,26,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"606",2021-08-08,202132,3550308,29,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"607",2021-08-15,202133,3550308,38,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"608",2021-08-22,202134,3550308,33,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"609",2021-08-29,202135,3550308,21,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"610",2021-09-05,202136,3550308,16,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"611",2021-09-12,202137,3550308,27,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"612",2021-09-19,202138,3550308,22,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"613",2021-09-26,202139,3550308,25,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"614",2021-10-03,202140,3550308,27,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"615",2021-10-10,202141,3550308,21,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"616",2021-10-17,202142,3550308,23,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"617",2021-10-24,202143,3550308,22,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"618",2021-10-31,202144,3550308,19,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"619",2021-11-07,202145,3550308,17,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"620",2021-11-14,202146,3550308,36,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"621",2021-11-21,202147,3550308,48,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"622",2021-11-28,202148,3550308,55,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"623",2021-12-05,202149,3550308,80,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"624",2021-12-12,202150,3550308,68,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"625",2021-12-19,202151,3550308,36,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"626",2021-12-26,202152,3550308,12,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"627",2022-01-02,202201,3550308,66,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"628",2022-01-09,202202,3550308,43,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"629",2022-01-16,202203,3550308,69,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"630",2022-01-23,202204,3550308,74,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"631",2022-01-30,202205,3550308,56,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"632",2022-02-06,202206,3550308,76,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"633",2022-02-13,202207,3550308,80,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"634",2022-02-20,202208,3550308,111,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"635",2022-02-27,202209,3550308,169,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"636",2022-03-06,202210,3550308,278,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"637",2022-03-13,202211,3550308,305,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"638",2022-03-20,202212,3550308,412,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"639",2022-03-27,202213,3550308,548,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"640",2022-04-03,202214,3550308,720,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"641",2022-04-10,202215,3550308,967,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"642",2022-04-17,202216,3550308,1259,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"643",2022-04-24,202217,3550308,1362,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"644",2022-05-01,202218,3550308,1669,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"645",2022-05-08,202219,3550308,1284,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"646",2022-05-15,202220,3550308,764,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"647",2022-05-22,202221,3550308,449,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"648",2022-05-29,202222,3550308,311,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"649",2022-06-05,202223,3550308,191,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"650",2022-06-12,202224,3550308,181,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"651",2022-06-19,202225,3550308,105,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"652",2022-06-26,202226,3550308,107,"SP",3521,35016,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"653",2022-07-03,202227,3550308,82,"SP",3521,35016,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"654",2022-07-10,202228,3550308,90,"SP",3521,35016,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"655",2022-07-17,202229,3550308,77,"SP",3521,35016,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"656",2022-07-24,202230,3550308,77,"SP",3521,35016,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"657",2022-07-31,202231,3550308,58,"SP",3521,35016,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"658",2022-08-07,202232,3550308,34,"SP",3521,35016,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"659",2022-08-14,202233,3550308,28,"SP",3521,35016,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"660",2022-08-21,202234,3550308,33,"SP",3521,35016,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"661",2022-08-28,202235,3550308,33,"SP",3521,35016,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"662",2022-09-04,202236,3550308,24,"SP",3521,35016,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"663",2022-09-11,202237,3550308,22,"SP",3521,35016,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"664",2022-09-18,202238,3550308,34,"SP",3521,35016,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"665",2022-09-25,202239,3550308,39,"SP",3521,35016,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"666",2022-10-02,202240,3550308,56,"SP",3521,35016,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"667",2022-10-09,202241,3550308,63,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"668",2022-10-16,202242,3550308,60,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"669",2022-10-23,202243,3550308,49,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"670",2022-10-30,202244,3550308,50,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"671",2022-11-06,202245,3550308,42,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"672",2022-11-13,202246,3550308,49,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"673",2022-11-20,202247,3550308,45,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"674",2022-11-27,202248,3550308,74,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"675",2022-12-04,202249,3550308,63,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"676",2022-12-11,202250,3550308,61,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"677",2022-12-18,202251,3550308,68,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"678",2022-12-25,202252,3550308,52,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"679",2023-01-01,202301,3550308,139,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"680",2023-01-08,202302,3550308,127,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"681",2023-01-15,202303,3550308,134,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"682",2023-01-22,202304,3550308,150,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"683",2023-01-29,202305,3550308,195,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"684",2023-02-05,202306,3550308,179,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"685",2023-02-12,202307,3550308,210,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"686",2023-02-19,202308,3550308,242,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"687",2023-02-26,202309,3550308,348,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"688",2023-03-05,202310,3550308,407,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"689",2023-03-12,202311,3550308,504,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"690",2023-03-19,202312,3550308,700,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"691",2023-03-26,202313,3550308,852,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"692",2023-04-02,202314,3550308,914,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"693",2023-04-09,202315,3550308,1023,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"694",2023-04-16,202316,3550308,962,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"695",2023-04-23,202317,3550308,887,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"696",2023-04-30,202318,3550308,958,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"697",2023-05-07,202319,3550308,972,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"698",2023-05-14,202320,3550308,799,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"699",2023-05-21,202321,3550308,457,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"700",2023-05-28,202322,3550308,389,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"701",2023-06-04,202323,3550308,273,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"702",2023-06-11,202324,3550308,277,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"703",2023-06-18,202325,3550308,176,"SP",3521,35016,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"704",2023-06-25,202326,3550308,154,"SP",3521,35016,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"705",2023-07-02,202327,3550308,99,"SP",3521,35016,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"706",2023-07-09,202328,3550308,98,"SP",3521,35016,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"707",2023-07-16,202329,3550308,80,"SP",3521,35016,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
